crop,region,season,crop_variety,growth_stage,application_time,soil_type,soil_ph,organic_matter,fertility_index,soil_moisture,drainage,rainfall_mm,temperature,humidity,sunshine_hours,nitrogen,phosphorus,potassium,fertilizer_type,application_method,planting_density,irrigation,previous_crop,pest_pressure,disease_risk,farmer_experience_years,farm_size_hectares,fertilizer_cost,yield_ton_per_ha,revenue,labour_cost,transport_cost,total_cost,profit,environmental_score,sustainability
Soybean,Ahafo,Major,Anidaso,Flowering,Afternoon,Loam,6.06,4.69,83,72,Moderate,1499,23.7,63,9.8,54,50,50,Urea,Side Dressing,23445,Sprinkler,Groundnut,High,Medium,27,12.28,924,2.69,13450.0,623,333,1880,11570.0,89.48,Good
Pepper,Western,Minor,Legon 18,Flowering,Afternoon,Clay Loam,6.61,3.47,55,83,Moderate,2160,25.0,61,7.4,130,68,118,Ammonium Sulphate,Side Dressing,21255,None,Pepper,High,High,28,2.45,1896,8.86,31010.0,1085,371,3352,27658.0,90.12,Excellent
Pepper,Bono,Major,Cayenne,Flowering,Morning,Sandy Loam,6.97,3.9,65,52,Moderate,1178,31.6,84,9.2,120,52,87,NPK 15-15-15,Band Placement,23135,Flood,Cassava,Low,Low,22,14.06,1554,8.0,28000.0,1102,504,3160,24840.0,90.1,Excellent
Cocoa,Ashanti,Minor,Amelonado,Fruiting,Evening,Sandy Loam,5.84,2.44,79,57,Moderate,1236,25.6,71,7.6,109,51,132,NPK 23-10-10,Broadcast,21742,None,Plantain,Medium,Medium,22,13.06,1752,0.93,16740.0,620,585,2957,13783.0,93.1,Excellent
Groundnut,Upper West,Major,Nkate SARI,Harvest,Evening,Clay Loam,6.63,3.96,82,21,Moderate,963,29.8,58,6.1,2,67,34,NPK 23-10-10,Band Placement,27576,Flood,Pepper,Low,Low,3,8.85,618,1.5,6300.0,784,371,1773,4527.0,91.44,Excellent
Maize,Ashanti,Minor,Abontem,Flowering,Morning,Clay,6.07,3.6,64,55,Low,1266,23.0,53,6.3,95,46,53,NPK 23-10-10,Side Dressing,28188,Drip,Maize,Low,Low,30,14.0,1164,3.5,11200.0,1004,246,2414,8786.0,90.08,Excellent
Cocoa,Greater Accra,Major,Amelonado,Harvest,Morning,Sandy Loam,6.74,2.73,76,69,Moderate,742,31.7,87,6.9,107,39,98,Urea,Broadcast,25301,Drip,Maize,Medium,Medium,18,1.12,1464,0.6,10800.0,469,257,2190,8610.0,91.66,Excellent
Cowpea,Ashanti,Minor,Asontem,Fruiting,Morning,Loam,7.07,4.97,69,43,Moderate,1264,27.5,86,9.3,19,55,34,NPK 15-15-15,Side Dressing,30625,Flood,Onion,Low,Low,8,5.26,648,1.49,7152.0,683,515,1846,5306.0,97.84,Excellent
Pepper,Western,Minor,Legon 18,Harvest,Evening,Clay Loam,7.25,3.68,70,37,Moderate,1712,23.4,81,6.5,119,45,124,Urea,Broadcast,28576,Flood,Yam,High,Low,28,8.16,1728,10.09,35315.0,1146,483,3357,31958.0,90.0,Excellent
Pepper,Upper West,Major,Bird Eye,Flowering,Evening,Sandy Loam,6.46,2.51,100,28,Moderate,991,28.4,73,8.1,113,90,130,NPK 15-15-15,Band Placement,29602,Flood,Rice,High,High,15,8.41,1998,12.04,42140.0,1082,515,3595,38545.0,88.94,Good
Onion,Eastern,Minor,Texas Grano,Flowering,Afternoon,Loam,6.23,3.06,83,57,Moderate,1431,25.0,46,5.6,75,45,69,Urea,Broadcast,19012,Flood,Soybean,Low,Medium,13,1.4,1134,15.03,42084.0,830,598,2562,39522.0,86.62,Good
Plantain,Oti,Minor,Apem,Vegetative,Evening,Sandy Loam,6.22,3.83,94,44,Moderate,1676,24.9,68,7.0,199,72,270,Urea,Side Dressing,31482,None,Maize,High,High,15,12.91,3246,16.98,22074.0,845,353,4444,17630.0,92.26,Excellent
Plantain,Bono,Major,Apantu,Fruiting,Morning,Sandy,5.02,1.65,65,28,High,1357,25.4,73,5.4,208,86,225,Ammonium Sulphate,Band Placement,26897,None,Yam,Medium,Medium,26,1.86,3114,12.0,15600.0,570,413,4097,11503.0,81.18,Good
Tomato,Bono,Major,Pectomech,Fruiting,Afternoon,Clay,5.83,2.58,48,58,Low,1205,30.3,46,6.0,181,68,136,Ammonium Sulphate,Side Dressing,20561,Flood,Tomato,Medium,Low,1,0.99,2310,15.0,37500.0,734,366,3410,34090.0,88.9,Good
Maize,Upper West,Major,Omankwa,Planting,Morning,Clay,6.2,2.72,94,24,Low,1014,31.2,50,9.7,91,41,39,NPK 23-10-10,Side Dressing,20981,Drip,Tomato,High,Low,25,12.78,1026,3.5,11200.0,1040,437,2503,8697.0,90.42,Excellent
Rice,Bono,Minor,NERICA,Vegetative,Evening,Clay,6.98,3.06,87,54,Low,1119,25.5,95,5.4,123,42,56,NPK 23-10-10,Broadcast,24434,None,Soybean,High,Medium,27,14.15,1326,2.56,11520.0,1172,203,2701,8819.0,93.02,Excellent
Pepper,Upper East,Minor,Bird Eye,Planting,Afternoon,Sandy,5.87,1.97,53,43,High,988,37.6,58,7.1,119,68,129,Ammonium Sulphate,Band Placement,21672,Flood,Plantain,Medium,High,20,9.06,1896,8.0,28000.0,407,411,2714,25286.0,94.16,Excellent
Groundnut,Ashanti,Minor,Nkate SARI,Flowering,Morning,Clay,5.82,3.31,73,21,Low,1274,27.9,54,10.0,0,53,70,NPK 15-15-15,Band Placement,27158,None,Maize,Low,Medium,1,6.28,738,1.5,6300.0,478,426,1642,4658.0,90.36,Excellent
Maize,Ashanti,Minor,Abontem,Planting,Morning,Clay Loam,7.07,3.82,49,39,Moderate,1220,25.5,51,6.8,98,38,44,Ammonium Sulphate,Broadcast,25741,Flood,Cowpea,Low,Low,1,1.77,1080,3.5,11200.0,1016,482,2578,8622.0,90.48,Excellent
Cocoa,Upper West,Minor,Amelonado,Harvest,Morning,Clay,6.98,3.2,46,72,Low,1072,31.0,49,5.1,83,61,97,NPK 23-10-10,Broadcast,27899,Flood,Plantain,Low,Medium,5,2.12,1446,0.6,10800.0,778,521,2745,8055.0,91.08,Excellent
Tomato,Oti,Minor,Roma,Flowering,Morning,Clay Loam,6.8,3.94,87,47,Moderate,1688,27.0,87,6.8,145,65,112,Ammonium Sulphate,Side Dressing,19612,Drip,Onion,Low,Medium,20,12.47,1932,25.61,64025.0,808,428,3168,60857.0,94.36,Excellent
Soybean,Eastern,Major,Jenguma,Planting,Evening,Loam,6.49,2.76,92,78,Moderate,1492,28.1,71,7.3,0,81,68,NPK 23-10-10,Side Dressing,29387,Drip,Plantain,High,High,13,13.99,894,2.42,12100.0,1130,477,2501,9599.0,90.74,Excellent
Tomato,Northern,Major,Roma,Planting,Morning,Clay,5.7,2.09,89,65,Low,992,29.3,46,7.8,189,87,135,Urea,Broadcast,21847,None,Maize,Medium,Low,4,3.46,2466,18.63,46575.0,898,242,3606,42969.0,88.74,Good
Rice,Oti,Minor,AGRA Rice,Vegetative,Afternoon,Clay,6.83,3.59,77,48,Low,1676,27.2,82,5.9,96,47,50,NPK 23-10-10,Broadcast,18727,Flood,Tomato,Medium,Low,13,1.27,1158,3.33,14985.0,939,539,2636,12349.0,98.62,Excellent
Onion,Upper West,Minor,Texas Grano,Harvest,Morning,Clay Loam,6.47,4.03,93,38,Moderate,851,32.6,94,7.5,87,76,88,NPK 23-10-10,Band Placement,22353,Flood,Tomato,High,Low,7,2.02,1506,12.0,33600.0,604,598,2708,30892.0,91.98,Excellent
Rice,Eastern,Minor,AGRA Rice,Vegetative,Evening,Sandy Loam,5.93,2.09,77,41,Moderate,1413,28.8,80,6.2,131,66,73,NPK 15-15-15,Broadcast,21078,Sprinkler,Cowpea,Medium,High,22,10.2,1620,3.99,17955.0,991,167,2778,15177.0,86.76,Good
Cowpea,Western,Major,Asontem,Vegetative,Evening,Loam,6.09,3.58,54,31,Moderate,1977,27.3,90,6.8,40,78,43,Ammonium Sulphate,Side Dressing,29915,None,Pepper,Low,Low,25,3.71,966,1.66,7968.0,424,304,1694,6274.0,82.98,Good
Yam,Bono East,Major,Pona,Fruiting,Afternoon,Sandy Loam,6.15,2.57,64,56,Moderate,1139,29.5,45,9.1,87,54,110,Ammonium Sulphate,Broadcast,28406,Flood,Soybean,Low,Low,1,5.9,1506,10.0,22000.0,629,379,2514,19486.0,94.54,Excellent
Groundnut,Western,Major,Yenyawoso,Harvest,Morning,Sandy,5.04,1.87,54,50,High,1804,22.7,58,8.4,56,40,44,NPK 15-15-15,Broadcast,24370,None,Onion,Medium,Medium,30,14.37,840,1.5,6300.0,658,255,1753,4547.0,68.94,Fair
Cowpea,Northern,Major,Asontem,Harvest,Evening,Sandy,5.38,2.17,77,47,High,1017,29.5,48,8.8,14,66,55,Ammonium Sulphate,Side Dressing,20327,None,Maize,Medium,High,17,13.26,810,1.42,6816.0,880,408,2098,4718.0,82.7,Good
Groundnut,Bono East,Major,Yenyawoso,Harvest,Afternoon,Clay Loam,6.6,3.55,61,34,Moderate,1295,24.8,54,9.7,46,49,54,Urea,Broadcast,21489,Drip,Yam,Medium,Low,30,1.96,894,1.55,6510.0,1116,503,2513,3997.0,93.08,Excellent
Soybean,Greater Accra,Major,Anidaso,Flowering,Evening,Clay Loam,6.38,5.17,82,46,Moderate,857,32.6,95,8.6,55,57,66,Urea,Band Placement,23321,Flood,Pepper,Low,Medium,20,11.98,1068,2.0,10000.0,712,523,2303,7697.0,91.56,Excellent
Cocoa,Central,Minor,Amelonado,Vegetative,Morning,Clay,5.69,3.74,97,59,Low,1465,25.5,84,7.0,91,45,105,Urea,Side Dressing,27963,Sprinkler,Soybean,High,Low,28,1.69,1446,1.37,24660.0,561,170,2177,22483.0,97.12,Excellent
Plantain,North East,Minor,Apem,Fruiting,Afternoon,Clay,5.8,3.87,79,56,Low,1010,36.8,49,9.5,195,76,261,NPK 23-10-10,Band Placement,28937,Drip,Tomato,High,High,11,5.28,3192,12.0,15600.0,866,217,4275,11325.0,94.04,Excellent
Cocoa,Volta,Minor,Amazon,Planting,Morning,Sandy,5.42,1.98,71,67,High,1550,25.4,64,9.0,79,50,95,NPK 23-10-10,Side Dressing,28416,Flood,Pepper,Medium,Medium,21,12.38,1344,0.79,14220.0,970,228,2542,11678.0,80.42,Good
Cowpea,Volta,Major,Asontem,Vegetative,Morning,Loam,6.91,2.8,64,64,Moderate,1318,25.7,85,7.0,42,32,41,NPK 23-10-10,Broadcast,18387,Sprinkler,Cowpea,High,High,14,5.11,690,1.67,8016.0,809,258,1757,6259.0,90.26,Excellent
Cassava,Volta,Major,Bankye Hemaa,Flowering,Evening,Clay Loam,6.93,3.66,68,33,Moderate,1286,30.5,60,7.4,121,39,82,NPK 23-10-10,Band Placement,31401,Sprinkler,Maize,Medium,Medium,10,3.11,1452,12.05,10845.0,1104,406,2962,7883.0,93.84,Excellent
Yam,Upper West,Major,Pona,Harvest,Evening,Sandy,5.5,2.28,69,36,High,940,30.2,90,5.3,94,80,110,NPK 15-15-15,Band Placement,28900,Sprinkler,Maize,High,Medium,6,9.07,1704,10.0,22000.0,427,410,2541,19459.0,92.72,Excellent
Rice,Upper West,Major,NERICA,Planting,Evening,Clay Loam,6.18,5.15,86,50,Moderate,812,31.8,83,6.8,115,66,48,NPK 23-10-10,Broadcast,21923,Sprinkler,Tomato,Medium,High,18,3.34,1374,2.5,11250.0,599,561,2534,8716.0,93.42,Excellent
Cocoa,Upper East,Minor,Amazon,Harvest,Afternoon,Sandy Loam,6.76,2.78,53,51,Moderate,746,34.4,46,5.8,104,34,140,NPK 23-10-10,Side Dressing,26702,None,Plantain,High,Low,12,9.99,1668,0.6,10800.0,1078,290,3036,7764.0,91.46,Excellent
Cowpea,Ahafo,Major,Asontem,Planting,Afternoon,Clay Loam,6.8,5.35,65,80,Moderate,1453,26.2,62,5.9,38,51,61,NPK 15-15-15,Band Placement,25542,Sprinkler,Maize,High,Medium,1,7.19,900,1.93,9264.0,961,390,2251,7013.0,93.0,Excellent
Plantain,Upper West,Minor,Oniaba,Flowering,Evening,Clay,6.42,3.72,49,66,Low,970,30.7,47,8.1,177,71,274,NPK 15-15-15,Side Dressing,31597,None,Plantain,Low,Medium,24,7.26,3132,12.0,15600.0,979,276,4387,11213.0,87.36,Good
Onion,Central,Minor,Texas Grano,Fruiting,Morning,Loam,6.51,4.47,94,71,Moderate,1572,29.7,84,5.1,121,53,91,NPK 15-15-15,Side Dressing,23972,Flood,Groundnut,Low,High,21,4.18,1590,22.55,63140.0,458,593,2641,60499.0,96.3,Excellent
Plantain,Western,Minor,Oniaba,Harvest,Afternoon,Sandy,5.18,2.05,81,41,High,2077,26.6,73,5.6,180,98,274,Urea,Broadcast,23353,Drip,Cocoa,High,Medium,15,12.92,3312,14.62,19006.0,791,588,4691,14315.0,70.32,Fair
Cowpea,Oti,Minor,Songotra,Harvest,Morning,Clay,5.95,3.87,77,41,Low,1469,23.4,46,5.6,0,57,54,NPK 23-10-10,Broadcast,20695,Sprinkler,Cassava,Low,Low,16,11.92,666,1.2,5760.0,722,466,1854,3906.0,94.34,Excellent
Maize,Eastern,Major,Omankwa,Planting,Evening,Clay,6.13,2.44,52,62,Low,1573,23.9,45,5.7,126,68,40,Ammonium Sulphate,Side Dressing,31681,Sprinkler,Pepper,Low,Low,16,8.05,1404,3.5,11200.0,848,570,2822,8378.0,97.16,Excellent
Cocoa,Northern,Major,Amazon,Planting,Morning,Loam,6.01,4.08,56,30,Moderate,1042,27.2,73,6.3,93,25,96,Ammonium Sulphate,Side Dressing,24884,Drip,Cocoa,Low,Low,16,2.84,1284,0.69,12420.0,1066,424,2774,9646.0,90.74,Excellent
Cassava,North East,Minor,Ampong,Flowering,Morning,Sandy Loam,6.42,3.29,95,73,Moderate,1030,31.5,55,7.9,117,60,57,NPK 23-10-10,Band Placement,30106,Flood,Yam,High,Low,22,8.07,1404,12.96,11664.0,1112,493,3009,8655.0,86.6,Good
Maize,Ahafo,Major,Obatanpa,Fruiting,Afternoon,Sandy Loam,5.83,3.23,94,38,Moderate,1327,22.1,46,9.5,116,85,15,NPK 15-15-15,Side Dressing,30907,Drip,Groundnut,High,Medium,12,3.32,1296,3.5,11200.0,1094,488,2878,8322.0,89.28,Good
Groundnut,Greater Accra,Minor,Nkate SARI,Vegetative,Afternoon,Clay,6.24,3.61,57,51,Low,876,26.2,56,7.0,0,36,49,NPK 15-15-15,Side Dressing,26714,None,Yam,High,High,20,7.61,510,1.5,6300.0,594,396,1500,4800.0,90.04,Excellent
Plantain,Bono East,Major,Apantu,Flowering,Evening,Sandy,5.41,1.14,87,22,High,1217,29.5,51,6.0,240,77,246,Ammonium Sulphate,Broadcast,18772,Flood,Tomato,Low,Low,25,12.39,3378,12.61,16393.0,1051,201,4630,11763.0,77.22,Good
Onion,Northern,Minor,Red Creole,Vegetative,Morning,Sandy Loam,6.16,2.75,84,66,Moderate,927,33.8,95,8.3,109,64,65,NPK 23-10-10,Side Dressing,27551,Flood,Pepper,Low,Medium,30,1.59,1428,12.0,33600.0,561,509,2498,31102.0,94.44,Excellent
Yam,Oti,Minor,Lariboko,Vegetative,Morning,Sandy Loam,6.36,3.69,63,74,Moderate,1409,30.1,52,5.8,114,51,119,Ammonium Sulphate,Side Dressing,28518,Drip,Maize,Medium,High,13,10.56,1704,10.59,23298.0,702,354,2760,20538.0,95.32,Excellent
Onion,Oti,Minor,Texas Grano,Flowering,Evening,Clay Loam,7.18,3.73,77,51,Moderate,1461,25.0,65,8.4,122,73,99,Urea,Side Dressing,25471,Drip,Groundnut,High,Medium,14,14.54,1764,18.57,51996.0,477,455,2696,49300.0,93.36,Excellent
Soybean,Greater Accra,Minor,Jenguma,Harvest,Afternoon,Clay,5.99,3.51,91,77,Low,738,31.3,73,6.2,69,86,81,NPK 23-10-10,Side Dressing,23391,Drip,Yam,Medium,Low,17,8.64,1416,2.0,10000.0,1107,270,2793,7207.0,85.68,Good
Plantain,Central,Minor,Oniaba,Flowering,Evening,Sandy Loam,6.76,3.05,84,64,Moderate,1515,25.9,45,8.9,182,91,261,Urea,Broadcast,30758,Flood,Yam,High,Low,27,13.18,3204,15.95,20735.0,876,495,4575,16160.0,94.56,Excellent
Soybean,Upper East,Major,Jenguma,Harvest,Morning,Clay Loam,6.4,3.62,54,20,Moderate,824,32.8,50,8.2,68,82,66,NPK 23-10-10,Band Placement,28088,Flood,Tomato,Medium,High,5,6.3,1296,2.0,10000.0,1114,374,2784,7216.0,89.44,Good
Cowpea,North East,Minor,Songotra,Fruiting,Afternoon,Loam,6.37,4.79,61,79,Moderate,995,30.1,48,5.3,42,45,40,NPK 23-10-10,Band Placement,29300,Drip,Cassava,Medium,High,14,13.08,762,1.2,5760.0,1088,519,2369,3391.0,92.94,Excellent
Soybean,Greater Accra,Minor,Anidaso,Vegetative,Morning,Clay,6.62,3.38,82,49,Low,853,28.0,47,6.7,13,67,50,NPK 15-15-15,Band Placement,23166,Drip,Soybean,Medium,High,14,10.34,780,2.0,10000.0,1096,476,2352,7648.0,94.48,Excellent
Maize,Western North,Major,Obatanpa,Vegetative,Afternoon,Sandy Loam,5.98,3.57,65,71,Moderate,1718,27.6,67,9.0,145,40,49,Urea,Broadcast,19922,None,Cowpea,Low,High,5,7.6,1404,3.89,12448.0,1172,326,2902,9546.0,89.48,Good
Onion,Bono,Minor,Red Creole,Flowering,Morning,Sandy Loam,6.11,3.22,73,34,Moderate,1205,30.9,49,10.0,85,64,81,NPK 15-15-15,Broadcast,27173,Sprinkler,Yam,Medium,Low,26,10.58,1380,12.48,34944.0,967,182,2529,32415.0,93.0,Excellent
Soybean,North East,Major,Jenguma,Flowering,Evening,Clay,6.84,3.87,55,31,Low,998,29.4,51,8.8,8,52,77,Urea,Side Dressing,19809,None,Tomato,Low,Low,3,12.33,822,2.0,10000.0,1025,548,2395,7605.0,89.02,Good
Yam,Eastern,Minor,Pona,Fruiting,Evening,Sandy Loam,6.97,2.89,84,24,Moderate,1482,29.8,83,6.4,119,44,139,Ammonium Sulphate,Band Placement,25803,Sprinkler,Plantain,Low,Medium,24,2.83,1812,15.19,33418.0,655,582,3049,30369.0,89.64,Good
Tomato,Western North,Major,Roma,Vegetative,Afternoon,Clay,6.74,3.64,72,51,Low,1602,28.8,62,8.3,117,102,142,NPK 23-10-10,Band Placement,18660,Flood,Pepper,Medium,Low,22,10.03,2166,21.73,54325.0,911,385,3462,50863.0,85.26,Good
Tomato,Ahafo,Minor,Roma,Harvest,Evening,Clay,6.11,3.05,97,34,Low,1430,27.1,87,7.5,187,83,138,Urea,Broadcast,24359,Flood,Plantain,High,High,29,14.48,2448,29.3,73250.0,758,401,3607,69643.0,89.44,Good
Rice,Upper West,Minor,AGRA Rice,Fruiting,Evening,Sandy,5.54,1.25,81,79,High,928,34.2,67,8.1,136,63,32,NPK 15-15-15,Side Dressing,18702,Drip,Yam,Low,Low,7,9.43,1386,2.5,11250.0,1136,181,2703,8547.0,87.42,Good
Groundnut,Bono,Minor,Yenyawoso,Flowering,Evening,Loam,6.18,2.87,61,30,Moderate,1299,28.6,92,9.6,51,48,62,Urea,Side Dressing,22946,Drip,Tomato,High,Low,9,2.77,966,1.66,6972.0,821,288,2075,4897.0,90.52,Excellent
Plantain,Greater Accra,Major,Apem,Planting,Evening,Loam,6.12,4.59,69,34,Moderate,791,30.7,84,5.8,204,101,247,NPK 15-15-15,Broadcast,21706,None,Groundnut,Medium,High,6,10.64,3312,12.0,15600.0,1090,554,4956,10644.0,96.32,Excellent
Plantain,Oti,Minor,Apem,Fruiting,Afternoon,Clay,5.72,2.7,74,68,Low,1421,29.5,81,7.6,205,86,236,Urea,Broadcast,19614,Drip,Cocoa,Medium,High,17,8.09,3162,13.23,17199.0,620,508,4290,12909.0,95.7,Excellent
Rice,Volta,Minor,AGRA Rice,Fruiting,Morning,Loam,7.12,4.54,75,73,Moderate,1588,23.2,92,5.4,123,75,51,NPK 23-10-10,Side Dressing,23573,Sprinkler,Cowpea,Medium,High,24,6.67,1494,3.56,16020.0,514,348,2356,13664.0,90.18,Excellent
Cocoa,Oti,Minor,Amazon,Fruiting,Evening,Clay,5.61,2.94,77,69,Low,1692,29.5,71,8.9,109,41,102,NPK 23-10-10,Broadcast,24212,Drip,Plantain,High,Low,5,9.08,1512,0.99,17820.0,905,269,2686,15134.0,92.46,Excellent
Maize,Greater Accra,Major,Omankwa,Fruiting,Evening,Clay Loam,7.29,4.57,71,57,Moderate,822,30.1,61,5.4,122,58,22,Urea,Band Placement,25174,Sprinkler,Groundnut,Medium,High,2,5.02,1212,3.5,11200.0,813,521,2546,8654.0,95.96,Excellent
Maize,Bono East,Minor,Omankwa,Flowering,Morning,Clay,5.66,3.93,84,75,Low,1022,29.4,47,5.9,123,70,27,Urea,Broadcast,28525,None,Rice,Low,High,21,0.62,1320,3.5,11200.0,768,313,2401,8799.0,94.92,Excellent
Tomato,Ahafo,Major,Pectomech,Planting,Evening,Clay Loam,6.99,3.42,57,55,Moderate,1328,25.3,93,6.8,173,102,100,Urea,Band Placement,22926,None,Groundnut,Medium,Low,7,14.27,2250,15.32,38300.0,1158,297,3705,34595.0,87.42,Good
Rice,Upper East,Major,Jasmine,Fruiting,Morning,Clay Loam,7.3,3.01,71,22,Moderate,705,34.8,74,9.9,133,69,66,Ammonium Sulphate,Band Placement,28694,Flood,Cowpea,High,High,28,7.02,1608,2.5,11250.0,591,198,2397,8853.0,87.0,Good
Onion,Eastern,Minor,Texas Grano,Vegetative,Afternoon,Clay,5.95,2.73,89,30,Low,1459,27.2,87,8.5,145,48,108,Urea,Side Dressing,22913,None,Onion,High,Medium,15,11.66,1806,20.6,57680.0,694,561,3061,54619.0,87.82,Good
Cassava,Volta,Major,Ampong,Flowering,Afternoon,Loam,7.2,4.55,74,43,Moderate,1365,28.8,49,7.4,117,21,58,Urea,Band Placement,21482,Drip,Cassava,High,High,19,11.97,1176,12.37,11133.0,1161,592,2929,8204.0,87.0,Good
Cassava,Bono East,Minor,Ampong,Flowering,Evening,Sandy,5.04,2.21,96,57,High,1090,29.7,56,7.8,99,19,89,Urea,Band Placement,30549,None,Pepper,Medium,Low,7,5.45,1242,11.04,9936.0,939,431,2612,7324.0,80.14,Good
Groundnut,Upper East,Minor,Nkate SARI,Vegetative,Afternoon,Clay Loam,6.2,4.52,58,59,Moderate,895,32.3,73,6.6,0,43,33,NPK 23-10-10,Broadcast,19555,Drip,Rice,High,Low,24,7.07,456,1.5,6300.0,1071,351,1878,4422.0,88.7,Good
Onion,Central,Major,Red Creole,Vegetative,Morning,Sandy Loam,6.93,3.87,48,39,Moderate,1469,25.4,85,5.3,82,54,90,NPK 15-15-15,Broadcast,31235,Drip,Cowpea,High,Low,11,2.91,1356,12.0,33600.0,1106,538,3000,30600.0,93.64,Excellent
Rice,Greater Accra,Minor,AGRA Rice,Vegetative,Evening,Sandy Loam,5.88,3.83,52,67,Moderate,745,26.0,62,7.5,75,49,71,NPK 15-15-15,Band Placement,20471,None,Maize,Medium,Low,1,14.7,1170,2.5,11250.0,1004,264,2438,8812.0,91.5,Excellent
Rice,Western North,Minor,Jasmine,Harvest,Evening,Sandy Loam,6.88,2.63,94,73,Moderate,2092,21.0,61,7.5,60,25,43,NPK 23-10-10,Broadcast,26350,Flood,Cowpea,Medium,Low,26,1.04,768,2.71,12195.0,1067,516,2351,9844.0,78.04,Good
Soybean,Upper East,Minor,Jenguma,Harvest,Afternoon,Sandy,5.76,1.88,48,76,High,854,35.1,94,8.2,4,61,84,NPK 15-15-15,Broadcast,26772,Sprinkler,Cassava,Low,Medium,9,12.86,894,2.0,10000.0,900,152,1946,8054.0,89.02,Good
Yam,Western North,Major,Pona,Fruiting,Evening,Loam,6.87,2.5,50,35,Moderate,2187,27.9,47,8.2,88,39,108,Ammonium Sulphate,Side Dressing,29434,Drip,Pepper,Low,High,5,7.68,1410,10.0,22000.0,481,241,2132,19868.0,83.06,Good
Cowpea,Eastern,Major,Asontem,Harvest,Morning,Sandy,5.78,2.27,77,26,High,1571,26.9,71,6.4,34,67,29,NPK 15-15-15,Band Placement,26054,Drip,Soybean,High,Low,12,11.69,780,1.6,7680.0,744,595,2119,5561.0,91.96,Excellent
Plantain,Central,Minor,Apantu,Flowering,Evening,Clay Loam,6.43,3.61,86,66,Moderate,1614,28.5,72,6.8,208,74,268,Ammonium Sulphate,Side Dressing,26416,Drip,Cocoa,High,Medium,8,5.12,3300,17.67,22971.0,581,557,4438,18533.0,91.8,Excellent
Soybean,Western North,Major,Anidaso,Planting,Afternoon,Sandy Loam,5.85,2.53,54,44,Moderate,1622,21.4,61,8.9,31,86,39,Urea,Band Placement,26227,Flood,Tomato,Low,Low,9,7.79,936,2.0,10000.0,704,229,1869,8131.0,92.52,Excellent
Cowpea,Savannah,Major,Songotra,Vegetative,Evening,Clay Loam,6.12,3.68,80,47,Moderate,1171,35.7,57,9.1,34,75,38,NPK 15-15-15,Band Placement,26250,Flood,Rice,High,Low,13,3.07,882,1.7,8160.0,1090,478,2450,5710.0,91.82,Excellent
Soybean,Upper West,Major,Jenguma,Vegetative,Evening,Clay Loam,7.39,3.45,65,83,Moderate,867,32.4,51,9.5,67,79,81,NPK 23-10-10,Band Placement,30247,Sprinkler,Cassava,Medium,High,3,8.42,1362,2.0,10000.0,927,319,2608,7392.0,87.58,Good
Soybean,North East,Major,Anidaso,Planting,Evening,Loam,6.6,3.85,64,84,Moderate,1056,29.2,75,9.6,45,60,36,NPK 23-10-10,Side Dressing,20494,Flood,Onion,Medium,Medium,4,7.86,846,2.0,10000.0,1133,407,2386,7614.0,90.78,Excellent
Pepper,Upper East,Minor,Bird Eye,Flowering,Evening,Clay,6.05,3.38,58,30,Low,1000,32.0,77,7.5,103,57,122,NPK 23-10-10,Broadcast,25761,Flood,Yam,Low,Low,26,12.84,1692,8.0,28000.0,1008,319,3019,24981.0,90.12,Excellent
Cassava,Bono,Minor,Afisiafi,Flowering,Evening,Sandy Loam,6.14,2.36,79,54,Moderate,1109,28.8,85,7.3,130,47,80,Ammonium Sulphate,Band Placement,24935,None,Groundnut,Medium,Medium,7,11.02,1542,13.19,11871.0,809,559,2910,8961.0,91.26,Excellent
Tomato,North East,Minor,Pectomech,Planting,Afternoon,Sandy Loam,6.87,2.56,68,42,Moderate,868,29.7,80,6.6,153,77,135,NPK 15-15-15,Broadcast,24804,Sprinkler,Tomato,Medium,Medium,11,4.59,2190,15.0,37500.0,1061,291,3542,33958.0,96.1,Excellent
Tomato,Oti,Minor,Pectomech,Vegetative,Morning,Clay,6.45,2.13,78,71,Low,1630,25.9,62,8.1,138,102,117,Urea,Side Dressing,22797,Sprinkler,Cocoa,Low,High,26,3.28,2142,22.54,56350.0,1143,280,3565,52785.0,92.46,Excellent
Maize,Volta,Major,Obatanpa,Flowering,Afternoon,Sandy Loam,6.32,3.27,71,56,Moderate,1431,30.3,57,7.8,159,54,43,Urea,Side Dressing,18728,Drip,Cassava,Medium,High,25,2.69,1536,4.05,12960.0,1004,559,3099,9861.0,91.12,Excellent
Groundnut,Ahafo,Minor,Yenyawoso,Planting,Morning,Loam,6.89,4.42,83,33,Moderate,1218,28.7,69,6.9,0,42,48,Ammonium Sulphate,Band Placement,18995,Drip,Cassava,High,High,26,5.01,540,1.5,6300.0,1118,508,2166,4134.0,91.18,Excellent
Tomato,Northern,Minor,Roma,Flowering,Afternoon,Clay Loam,6.93,5.09,52,53,Moderate,1091,34.1,78,5.2,129,95,139,Ammonium Sulphate,Band Placement,23365,None,Groundnut,Medium,Low,16,5.62,2178,15.0,37500.0,984,573,3735,33765.0,89.5,Good
